id_city;postal_code;city_name
186;01250;JOURNANS
187;01190;SERMOYER
188;01130;CHARIX
189;01300;ARBIGNIEU
190;01450;LEYSSARD
191;01390;SAINT-JEAN-DE-THURIGNEUX
192;01480;FRANS
193;01230;TENAY
194;01380;BAGE-LA-VILLE
195;01090;MONTMERLE-SUR-SAONE
196;01370;COURMANGOUX
197;01990;BANEINS
198;01150;LAGNIEU
199;01340;ATTIGNAT
200;01380;SAINT-ANDRE-DE-BAGE
201;01190;PONT-DE-VAUX
202;01500;AMBERIEU-EN-BUGEY
203;01140;PEYZIEUX-SUR-SAONE
204;01170;CROZET
205;01420;SEYSSEL
206;01700;BEYNOST
207;01210;VERSONNEX
208;01620;SAINT-LAURENT-SUR-SAONE
209;01510;ARTEMARE
210;01310;MONTRACOL
211;01300;PARVES
212;01510;PUGIEU
213;01510;VIRIEU-LE-GRAND
214;01310;SAINT-REMY
215;01390;RANCE
216;01290;GRIEGES
217;01250;GRAND-CORENT
218;01430;OUTRIAZ
219;01470;MONTAGNIEU
220;01260;CHAMPAGNE-EN-VALROMEY
221;01330;AMBERIEUX-EN-DOMBES
222;01120;LA BOISSE
223;01600;PARCIEUX
224;01340;SAINT-DIDIER-D'AUSSIAT
225;01560;SAINT-NIZIER-LE-BOUCHOUX
226;01480;ARS-SUR-FORMANS
227;01350;ANGLEFORT
228;01110;CORLIER
229;01210;FERNEY-VOLTAIRE
230;01500;SAINT-MAURICE-DE-REMENS
231;01320;CHATILLON-LA-PALUD
232;01340;SAINT-SULPICE
233;01300;SAINT-BOIS
234;01300;VIRIGNIN
235;01110;PREMILLIEU
236;01090;GENOUILLEUX
237;01190;REYSSOUZE
238;01550;COLLONGES
239;01130;SAINT-GERMAIN-DE-JOUX
240;01300;BREGNIER-CORDON
241;01310;SAINT-MARTIN-LE-CHATEL
242;01300;MARIGNIEU
243;01130;LES NEYROLLES
244;01400;SULIGNAT
245;01370;BENY
246;01200;INJOUX-GENISSIAT
247;01420;CHANAY
248;01400;CHATILLON-SUR-CHALARONNE
249;01550;FARGES
250;01450;SAINT-ALBAN
251;01310;CURTAFOND
252;01440;VIRIAT
253;01130;BELLEYDOUX
254;01380;BAGE-LE-CHATEL
255;01330;SAINTE-OLIVE
256;01380;SAINT-GENIS-SUR-MENTHON
257;01270;DOMSURE
258;01250;CHAVANNES-SUR-SURAN
259;01160;PRIAY
260;01300;PEYRIEU
261;01130;LALLEYRIAT
262;01630;SERGY
263;01430;SAINT-MARTIN-DU-FRENE
264;01700;SAINT-MAURICE-DE-BEYNOST
265;01240;SERVAS
266;01300;CUZIEU
267;01340;JAYAT
268;01350;LAVOURS
269;01190;CHEVROUX
270;01350;POLLIEU
271;01360;BELIGNEUX
272;01260;BRENAZ
273;01470;BENONCES
274;01640;SAINT-JEAN-LE-VIEUX
275;01480;BEAUREGARD
276;01100;OYONNAX
277;01390;MIONNAY
278;01250;GERMAGNAT
279;01270;COLIGNY
280;01250;SIMANDRE-SUR-SURAN
281;01400;L'ABERGEMENT-CLEMENCIAT
282;01560;LESCHEROUX
283;01210;ORNEX
284;01380;DOMMARTIN
285;01680;LOMPNAS
286;01500;BETTANT
287;01510;ARMIX
288;01570;FEILLENS
289;01510;CHAVORNAY
290;01630;CHALLEX
291;01350;VONGNES
292;01300;MAGNIEU
293;01810;GROISSIAT
294;01400;DOMPIERRE-SUR-CHALARONNE
295;01120;MONTLUEL
296;01130;LE POIZAT
297;01110;HOSTIAZ
298;01200;MONTANGES
299;01150;SAINTE-JULIE
300;01290;BEY
301;01580;SONTHONNAX-LA-MONTAGNE
302;01660;MEZERIAT
303;01810;BELLIGNAT
304;01390;SAINT-MARCEL
305;01300;BELLEY
306;01420;CORBONOD
307;01700;NEYRON
308;01240;SAINT-PAUL-DE-VARAX
309;01370;PRESSIAT
310;01300;CHAZEY-BONS
311;01560;SERVIGNAT
312;01240;MARLIEUX
313;01300;ANDERT-ET-CONDON
314;01250;HAUTECOURT-ROMANECHE
315;01620;CROTTET
316;01160;DRUILLAT
317;01240;DOMPIERRE-SUR-VEYLE
318;01800;PEROUGES
319;01800;RIGNIEUX-LE-FRANC
320;01130;GIRON
321;01450;CERDON
322;01290;CRUZILLES-LES-MEPILLAT
323;01410;LELEX
324;01420;LHOPITAL
325;01170;SEGNY
326;01510;CHEIGNIEU-LA-BALME
327;01150;SAINT-VULBAS
328;01130;ECHALLON
329;01800;LE MONTELLIER
330;01810;MARTIGNAT
331;01250;CEYZERIAT
332;01310;MONTCET
333;01540;VONNAS
334;01310;BUELLAS
335;01190;SAINT-BENIGNE
336;01430;CHEVILLARD
337;01330;BOULIGNEUX
338;01300;CONTREVOZ
339;01110;CHAMPDOR
340;01460;PORT
341;01420;SURJOUX
342;01410;CHAMPFROMIER
343;01570;VESINES
344;01470;SEILLONNAZ
345;01160;VARAMBON
346;01260;LE GRAND-ABERGEMENT
347;01480;JASSANS-RIOTTIER
348;01570;ASNIERES-SUR-SAONE
349;01430;CONDAMINE
350;01680;LHUIS
351;01400;ROMANS
352;01120;PIZAY
353;01240;CERTINES
354;01260;RUFFIEU
355;01800;MEXIMIEUX
356;01230;SAINT-RAMBERT-EN-BUGEY
357;01500;AMBRONAY
358;01250;CIZE
359;01240;SAINT-GERMAIN-SUR-RENON
360;01320;VILLETTE-SUR-AIN
361;01120;DAGNEUX
362;01190;BOISSEY
363;01270;SALAVRE
364;01460;BRION
365;01450;LABALME
366;01220;SAUVERNY
367;01090;MONTCEAUX
368;01110;BRENOD
369;01600;MISERIEUX
370;01280;PREVESSIN-MOENS
371;01240;LENT
372;01340;MARSONNAS
373;01570;MANZIAT
374;01600;TREVOUX
375;01200;BELLEGARDE-SUR-VALSERINE
376;01000;BOURG-EN-BRESSE
377;01200;CONFORT
378;01000;SAINT-DENIS-LES-BOURG
379;01300;MASSIGNIEU-DE-RIVES
380;01140;SAINT-ETIENNE-SUR-CHALARONNE
381;01250;BOHAS-MEYRIAT-RIGNAT
382;01170;CHEVRY
383;01480;FAREINS
384;01190;GORREVOD
385;01140;VALEINS
386;01430;VIEU-D'IZENAVE
387;01600;TOUSSIEUX
388;01190;ARBIGNY
389;01340;MALAFRETAZ
390;01580;SAMOGNAT
391;01340;CRAS-SUR-REYSSOUZE
392;01480;MESSIMY-SUR-SAONE
393;01550;POUGNY
394;01400;SANDRANS
395;01290;PONT-DE-VEYLE
396;01170;MIJOUX
397;01630;SAINT-JEAN-DE-GONVILLE
398;01240;SAINT-ANDRE-LE-BOUCHOUX
399;01990;CHANEINS
400;01800;JOYEUX
401;01390;TRAMOYES
402;01290;BIZIAT
403;01430;IZENAVE
404;01260;BELMONT-LUTHEZIEU
405;01100;ARBENT
406;01260;SUTRIEU
407;01470;SERRIERES-DE-BRIORD
408;01110;ARANC
409;01230;CHALEY
410;01560;CURCIAT-DONGALON
411;01360;LOYETTES
412;01170;GEX
413;01560;COURTES
414;01340;BEREZIAT
415;01330;LAPEYROUSE
416;01100;APREMONT
417;01800;VILLIEU-LOYES-MOLLON
418;01150;LEYMENT
419;01340;ETREZ
420;02140;GERCY
421;02210;VILLEMONTOIRE
422;02110;BRANCOURT-LE-GRAND
423;02810;LICY-CLIGNON
424;02120;PROISY
425;02000;CHAMBRY
426;02360;MONT-SAINT-JEAN
427;02360;MORGNY-EN-THIERACHE
428;02720;MESNIL-SAINT-LAURENT
429;02480;ANNOIS
430;02360;BRUNEHAMEL
431;02300;AUDIGNICOURT
432;02270;MONTIGNY-SUR-CRECY
433;02190;LOR
434;02350;CHIVRES-EN-LAONNOIS
435;02410;SAINT-GOBAIN
436;02300;UGNY-LE-GAY
437;02480;HAPPENCOURT
438;02190;PROUVAIS
439;02400;AZY-SUR-MARNE
440;02880;TERNY-SORNY
441;02210;DROIZY
442;02190;PIGNICOURT
443;02160;MOUSSY-VERNEUIL
444;02190;AGUILCOURT
445;02820;MONTAIGU
446;02160;MOULINS
447;02310;SAULCHERY
448;02880;NANTEUIL-LA-FOSSE
449;02190;GUIGNICOURT
450;02880;BUCY-LE-LONG
451;02600;LONGPONT
452;02600;MONTGOBERT
453;02340;NOIRCOURT
454;02210;ROZET-SAINT-ALBIN
455;02000;CHIVY-LES-ETOUVELLES
456;02370;CHAVONNE
457;02330;ARTONGES
458;02450;OISY
459;02880;JUVIGNY
460;02540;MARCHAIS-EN-BRIE
461;02860;BOUCONVILLE-VAUCLAIR
462;02140;LA BOUTEILLE
463;02440;LY-FONTAINE
464;02500;LOGNY-LES-AUBENTON
465;02350;CUIRIEUX
466;02510;IRON
467;02420;JONCOURT
468;02500;EFFRY
469;02160;JUMIGNY
470;02340;CHAOURSE
471;02210;SAINT-REMY-BLANZY
472;02300;BEAUMONT-EN-BEINE
473;02210;LE PLESSIER-HULEU
474;02420;ESTREES
475;02330;BAULNE-EN-BRIE
476;02300;GUIVRY
477;02190;VARISCOURT
478;02240;CHATILLON-SUR-OISE
479;02200;SOISSONS
480;02480;BRAY-SAINT-CHRISTOPHE
481;02120;LE HERIE-LA-VIEVILLE
482;02500;AUBENTON
483;02880;BRAYE
484;02240;BRISSAY-CHOIGNY
485;02100;REMAUCOURT
486;02790;SERAUCOURT-LE-GRAND
487;02190;BERRY-AU-BAC
488;02870;VIVAISE
489;02190;PROVISEUX-ET-PLESNOY
490;02300;CAUMONT
491;02240;VILLERS-LE-SEC
492;02210;VICHEL-NANTEUIL
493;02120;ROMERY
494;02680;FONTAINE-LES-CLERCS
495;02000;CHERY-LES-POUILLY
496;02480;PITHON
497;02160;BEAURIEUX
498;02300;SINCENY
499;02160;BOUFFIGNEREUX
500;02810;SAINT-GENGOULPH
501;02270;PARGNY-LES-BOIS
502;02810;MONTIGNY-L'ALLIER
503;02130;BEUVARDES
504;02160;CUISSY-ET-GENY
505;02850;REUILLY-SAUVIGNY
506;02370;VAILLY-SUR-AISNE
507;02860;BIEVRES
508;02290;BERNY-RIVIERE
509;02160;PERLES
510;02540;FONTENELLE-EN-BRIE
511;02300;NEUFLIEUX
512;02820;SAINTE-CROIX
513;02330;PARGNY-LA-DHUYS
514;02220;BRENELLE
515;02690;URVILLERS
516;02600;LAVERSINE
517;02390;ORIGNY-SAINTE-BENOITE
518;02220;CUIRY-HOUSSE
519;02450;LA NEUVILLE-LES-DORENGT
520;02160;BLANZY-LES-FISMES
521;02420;HARGICOURT
522;02130;VILLERS-SUR-FERE
523;02500;LA HERIE
524;02400;BONNESVALYN
525;02140;HAUTION
526;02200;BERZY-LE-SEC
527;02140;LA VALLEE-AU-BLE
528;02420;LE CATELET
529;02350;GIZY
530;02260;SAINT-ALGIS
531;02300;SAINT-AUBIN
532;02140;BANCIGNY
533;02130;VILLENEUVE-SUR-FERE
534;02600;FLEURY
535;02220;QUINCY-SOUS-LE-MONT
536;02870;BESNY-ET-LOIZY
537;02360;CHERY-LES-ROZOY
538;02300;CHAUNY
539;02480;SOMMETTE-EAUCOURT
540;02860;LIERVAL
541;02570;CHEZY-SUR-MARNE
542;02160;OULCHES-LA-VALLEE-FOULON
543;02320;ANIZY-LE-CHATEAU
544;02160;MAIZY
545;02870;FOURDRAIN
546;02200;NAMPTEUIL-SOUS-MURET
547;02000;URCEL
548;02600;LOUATRE
549;02170;BARZY-EN-THIERACHE
550;02330;CONDE-EN-BRIE
551;02600;DAMPLEUX
552;02470;SOMMELANS
553;02490;PONTRUET
554;02600;OIGNY-EN-VALOIS
555;02130;LOUPEIGNE
556;02220;LHUYS
557;02500;EPARCY
558;02330;LA CHAPELLE-MONTHODON
559;02290;MORSAIN
560;02850;JAULGONNE
561;02860;CHERMIZY-AILLES
562;02110;BECQUIGNY
563;02840;FESTIEUX
564;02120;VILLERS-LES-GUISE
565;02140;NAMPCELLES-LA-COUR
566;02110;MONTIGNY-EN-ARROUAISE
567;02820;BERRIEUX
568;02120;CHIGNY
569;02210;MURET-ET-CROUTTES
570;02120;FLAVIGNY-LE-GRAND-ET-BEAURAIN
571;02000;LAON
572;02360;SAINT-CLEMENT
573;02270;DERCY
574;02800;ANGUILCOURT-LE-SART
575;02160;VILLERS-EN-PRAYERES
576;02270;CHALANDRY
577;02860;LAVAL-EN-LAONNOIS
578;02800;FRESSANCOURT
579;02140;LE SOURD
580;02110;FONTAINE-NOTRE-DAME
581;02220;CHERY-CHARTREUVE
582;02600;MORTEFONTAINE
583;02110;SERAIN
584;02220;MAAST-ET-VIOLAINE
585;02860;NEUVILLE-SUR-AILETTE
586;02760;FRANCILLY-SELENCY
587;02310;BEZU-LE-GUERY
588;02250;MARLE
589;02140;LEME
590;02130;CIERGES
591;02160;CRAONNE
592;02850;COURTEMONT-VARENNES
593;02200;POMMIERS
594;02400;GLAND
595;02140;LANDOUZY-LA-COUR
596;02330;MONTIGNY-LES-CONDE
597;02380;LEUILLY-SOUS-COUCY
598;02200;PLOISY
599;02160;SERVAL
600;02210;BILLY-SUR-OURCQ
601;02200;AMBRIEF
602;02140;PRISCES
603;02590;ROUPY
604;02130;RONCHERES
605;02140;LUGNY
606;02810;CHEZY-EN-ORXOIS
607;02220;DHUIZEL
608;02400;ETAMPES-SUR-MARNE
609;02590;VAUX-EN-VERMANDOIS
610;02450;BOUE
611;02800;LA FERE
612;02830;SAINT-MICHEL
613;02680;CASTRES
614;02270;MESBRECOURT-RICHECOURT
615;02210;BEUGNEUX
616;02340;CLERMONT-LES-FERMES
617;02700;CONDREN
618;02140;FRANQUEVILLE
619;02130;ARCY-SAINTE-RESTITUE
620;02140;BURELLES
621;02210;ROCOURT-SAINT-MARTIN
622;02300;COMMENCHON
623;02140;VOULPAIX
624;02870;BUCY-LES-CERNY
625;02240;RENANSART
626;02370;PRESLES-ET-BOVES
627;02450;LAVAQUERESSE
628;02880;CUFFIES
629;02300;VILLEQUIER-AUMONT
630;02490;VENDELLES
631;02490;ATTILLY
632;02250;BERLANCOURT
633;02210;GRISOLLES
634;02220;COURCELLES-SUR-VESLE
635;02270;SONS-ET-RONCHERES
636;02130;SERINGES-ET-NESLES
637;02350;GRANDLUP-ET-FAY
638;02210;COINCY
639;02120;MARLY-GOMONT
640;02470;MACOGNY
641;02290;TARTIERS
642;02440;GIBERCOURT
643;02490;PONTRU
644;02850;TRELOU-SUR-MARNE
645;02340;LA VILLE-AUX-BOIS-LES-DIZY
646;02700;AMIGNY-ROUY
647;02800;CHARMES
648;02540;VIFFORT
649;02350;MACHECOURT
650;02310;NOGENT-L'ARTAUD
651;02220;TANNIERES
652;02820;SAINT-ERME-OUTRE-ET-RAMECOURT
653;02220;JOUAIGNES
654;02000;VAUCELLES-ET-BEFFECOURT
655;02120;LESQUIELLES-SAINT-GERMAIN
656;02370;AIZY-JOUY
657;02320;FAUCOUCOURT
658;02880;CHAVIGNY
659;02810;VEUILLY-LA-POTERIE
660;02650;MEZY-MOULINS
661;02160;GERNICOURT
662;02380;QUINCY-BASSE
663;02130;SERGY
664;02250;TOULIS-ET-ATTENCOURT
665;02600;PUISEUX-EN-RETZ
666;02500;LEUZE
667;02650;CREZANCY
668;02120;NOYALES
669;02810;MARIGNY-EN-ORXOIS
670;02590;FORESTE
671;02320;WISSIGNICOURT
672;02250;TAVAUX-ET-PONTSERICOURT
673;02130;SAPONAY
674;02350;EBOULEAU
675;02190;ORAINVILLE
676;02350;MISSY-LES-PIERREPONT
677;02470;NEUILLY-SAINT-FRONT
678;02700;TERGNIER
679;02460;LA FERTE-MILON
680;02380;BASSOLES-AULERS
681;02490;LE VERGUIER
682;02370;OSTEL
683;02240;SISSY
684;02880;LEURY
685;02210;LA CROIX-SUR-OURCQ
686;02200;PERNANT
687;02510;ETREUX
688;02220;BRUYS
689;02170;FONTENELLE
690;02220;CERSEUIL
691;02140;VOHARIES
692;02600;SAINT-PIERRE-AIGLE
693;02110;SAINT-MARTIN-RIVIERE
694;02210;NANTEUIL-NOTRE-DAME
695;02300;SELENS
696;02860;MONTHENAULT
697;02330;SAINT-EUGENE
698;02000;ETOUVELLES
699;02600;FAVEROLLES
700;02340;LISLET
701;02800;VENDEUIL
702;02670;FOLEMBRAY
703;02800;COURBES
704;02200;CHACRISE
705;02220;SERCHES
706;02200;ACY
707;02380;VERNEUIL-SOUS-COUCY
708;02220;BAZOCHES-SUR-VESLES
709;02820;MAUREGNY-EN-HAYE
710;02210;HARTENNES-ET-TAUX
711;02220;VASSENY
712;02160;MERVAL
713;02600;CORCY
714;02420;BONY
715;02210;BRENY
716;02210;BRECY
717;02130;BRUYERES-SUR-FERE
718;02520;FLAVY-LE-MARTEL
719;02860;PANCY-COURTECON
720;02250;BOSMONT-SUR-SERRE
721;02200;MISSY-AUX-BOIS
722;02240;SURFONTAINE
723;02140;DAGNY-LAMBERCY
724;02590;LANCHY
725;02320;VAUDESSON
726;02600;COEUVRES-ET-VALSERY
727;02400;EPIEDS
728;02200;VILLENEUVE-SAINT-GERMAIN
729;02240;ALAINCOURT
730;02600;SOUCY
731;02360;ARCHON
732;02000;PARGNY-FILAIN
733;02590;GERMAINE
734;02250;LA NEUVILLE-HOUSSET
735;02400;BELLEAU
736;02220;PAARS
737;02000;LANISCOURT
738;02220;SERMOISE
739;02000;BARENTON-BUGNY
740;02300;QUIERZY
741;02240;CERIZY
742;02270;LA FERTE-CHEVRESIS
743;02110;RAMICOURT
744;02810;BUSSIARES
745;02120;BERNOT
746;02260;LERZY
747;02840;SAMOUSSY
748;02110;GROUGIS
749;02120;MACQUIGNY
750;02260;LA FLAMENGRIE
751;02700;SERVAIS
752;02190;BERTRICOURT
753;02290;OSLY-COURTIL
754;02000;VERNEUIL-SUR-SERRE
755;02800;MAYOT
756;02630;WASSIGNY
757;02000;BARENTON-CEL
758;02260;ENGLANCOURT
759;02840;ATHIES-SOUS-LAON
760;02260;FROIDESTREES
761;02190;LA MALMAISON
762;02300;MANICAMP
763;02270;BARENTON-SUR-SERRE
764;02120;AUDIGNY
765;02500;OHIS
766;02500;MARTIGNY
767;02700;BARISIS
768;02400;EPAUX-BEZU
769;02300;ABBECOURT
770;02120;HAUTEVILLE
771;02440;BENAY
772;02300;LA NEUVILLE-EN-BEINE
773;02120;TUPIGNY
774;02140;VERVINS
775;02450;DORENGT
776;02140;SAINT-GOBERT
777;02210;PARCY-ET-TIGNY
778;02140;SAINT-PIERRE-LES-FRANQUEVILLE
779;02220;MONT-NOTRE-DAME
780;02220;MONT-SAINT-MARTIN
781;02400;CHIERRY
782;02600;CUTRY
783;02250;CHEVENNES
784;02250;MONTIGNY-LE-FRANC
785;02160;BOURG-ET-COMIN
786;02330;SAINT-AGNAN
787;02130;COULONGES-COHAN
788;02320;PREMONTRE
789;02820;COURTRIZY-ET-FUSSIGNY
790;02380;JUMENCOURT
791;02260;CLAIRFONTAINE
792;02420;SEQUEHART
793;02340;AGNICOURT-ET-SECHELLES
794;02160;ROUCY
795;02110;PREMONT
796;02440;CLASTRES
797;02850;LE CHARMEL
798;02320;ALLEMANT
799;02400;MONT-SAINT-PERE
800;02360;PARFONDEVAL
801;02880;CHIVRES-VAL
802;02420;AUBENCHEUL-AUX-BOIS
803;02540;MONTFAUCON
804;02360;LES AUTELS
805;02290;FONTENOY
806;02380;CRECY-AU-MONT
807;02100;MORCOURT
808;02880;NEUVILLE-SUR-MARGIVAL
809;02220;CYS-LA-COMMUNE
810;02470;MARIZY-SAINT-MARD
811;02420;VILLERET
812;02190;AMIFONTAINE
813;02110;FONTAINE-UTERTE
814;02360;DOLIGNON
815;02110;ETAVES-ET-BOCQUIAUX
816;02260;ROCQUIGNY
817;02270;MORTIERS
818;02360;ROZOY-SUR-SERRE
819;02120;MALZY
820;02420;BELLENGLISE
821;02860;CERNY-EN-LAONNOIS
822;02340;MONTLOUE
823;02340;SAINTE-GENEVIEVE
824;02500;NEUVE-MAISON
825;02400;BEZU-SAINT-GERMAIN
826;02580;ETREAUPONT
827;02240;BERTHENICOURT
828;02250;THIERNU
829;02140;LAIGNY
830;02110;AISONVILLE-ET-BERNOVILLE
831;02880;CROUY
832;02500;HIRSON
833;02290;BAGNEUX
834;02250;AUTREMENCOURT
835;02540;LA CELLE-SOUS-MONTMIRAIL
836;02370;CONDE-SUR-AISNE
837;02300;BLERANCOURT
838;02330;MONTHUREL
839;02630;PETIT-VERLY
840;02340;SOIZE
841;02200;SACONIN-ET-BREUIL
842;02600;LARGNY-SUR-AUTOMNE
843;02260;SOMMERON
844;02840;VESLUD
845;02350;LIESSE-NOTRE-DAME
846;02200;CHAUDUN
847;02880;VUILLERY
848;02100;OMISSY
849;02310;PAVANT
850;02880;MISSY-SUR-AISNE
851;02480;CUGNY
852;02840;PARFONDRU
853;02360;COINGT
854;02110;FONSOMME
855;02480;DURY
856;02000;ROYAUCOURT-ET-CHAILVET
857;02380;LANDRICOURT
858;02150;SISSONNE
859;02340;BERLISE
860;02240;RIBEMONT
861;02120;SAINS-RICHAUMONT
862;02000;FILAIN
863;02000;CHEVREGNY
864;02860;MONTCHALONS
865;02810;BRUMETZ
866;02600;TAILLEFONTAINE
867;02300;GUNY
868;02230;FRESNOY-LE-GRAND
869;02290;NOUVRON-VINGRE
870;02420;MAGNY-LA-FOSSE
871;02200;CUISY-EN-ALMONT
872;02000;MONTBAVIN
873;02860;VORGES
874;02440;MONTESCOURT-LIZEROLLES
875;02160;PONT-ARCY
876;02680;GRUGIES
877;02290;BIEUXY
878;02720;MARCY
879;02220;BRAINE
880;02860;ORGEVAL
881;02300;MAREST-DAMPCOURT
882;02250;CILLY
883;02100;HARLY
884;02100;ROUVROY
885;02310;ROMENY-SUR-MARNE
886;02590;DOUCHY
887;02220;VAUXTIN
888;02800;ROGECOURT
889;02290;MONTIGNY-LENGRAIN
890;02140;HOURY
891;02350;PIERREPONT
892;02360;DOHIS
893;02400;BRASLES
894;02820;AUBIGNY-EN-LAONNOIS
895;02160;PAISSY
896;02800;NOUVION-LE-COMTE
897;02270;MONCEAU-LE-NEUF-ET-FAUCOUZY
898;02360;RAILLIMONT
899;02470;DAMMARD
